"network_code","network_name","park_code","park_name","site_name","station_code","station_name","station_latitude","station_longitude","station_datum","SET_depth_m","SET_date_established","SET_date_retired","station_status","protected_status","station_notes"
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Hatches Harbor","HH8","HH8",42.063571,-70.238061,"NAD83",6,1998-10-14,NA,"Active","Not Protected","HH8 - Old (original) SET - Outside Dike. CACO (USGS Roman98 - Brass) and CACO Pin SET 36"" pins (Brass) measured from the top of the nut to the top of the pin notch were used between establishment in Oct. 1998 to Aug. 2004 when the pipe became filled with sediment and could no longer be used."
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Hatches Harbor","HH9","HH9",42.06334,-70.238359,"NAD83",6,1998-10-14,NA,"Active","Not Protected","HH9 - Old (original) SET - Outside dike - furthest from dike. CACO (USGS Roman98 - Brass) and CACO Pin SET 36"" pins (Brass) measured from the top of the nut to the top of the pin notch were used between establishment in Oct. 1998 to Aug. 2004 and June 2006. CACO (USGS Roman2 - FG) and CACO SET 36"" pins (- top of plate) measured from the top of the plate to the top of the pin were used between April 2005 to Oct. 2007 and between May 2011 to Oct. 2012. CACO (USGS Roman2 - FG) and CACO SET 36"" pins (-top of nut) measured from the top of the nut to the top of the pin were used between May 2008 to Sept. 2010 and from May 2013 onward."
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Hatches Harbor","H1","H1",42.064977,-70.23742,"NAD83",12.2,2013-07-17,NA,"Active","Not Protected","H1 - RSET - Outside Dike - 
Installed in July 2013 - Jim Lynch, Dennis Skidds, Adam Thime, Kelly Medeiros"
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Hatches Harbor","H2","H2",42.063294,-70.23785,"NAD83",12.2,2013-07-17,NA,"Active","Not Protected","H2 - RSET - Outside Dike - BM is 40' deep (10 rods)."
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Hatches Harbor","H3","H3",42.062649,-70.232544,"NAD83",18.3,2013-07-17,NA,"Active","Not Protected","H3 - RSET - Outside Dike - 60' deep BM (15 rods)"
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Hatches Harbor","H4","H4",42.066531,-70.235073,"NAD83",9.75,2015-10-22,NA,"Active","Not Protected","H4 - RSET - Behind Dike - 32' deep (8 rods)"
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Hatches Harbor","H5","H5",42.066054,-70.234181,"NAD83",10.97,2015-10-22,NA,"Active","Not Protected","H5 - RSET - Behind Dike - 36' deep (9 rods)"
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Hatches Harbor","H6","H6",42.065197,-70.233476,"NAD83",8.53,2015-10-22,NA,"Active","Not Protected","H6 - RSET - Behind Dike - 28' deep (7 rods)"
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Blackfish Creek","BF1","BF1",41.906296,-69.990759,"NAD83",24.4,2017-06-29,NA,"Active","Legally Protected","Blackfish creek SET 1 - Low marsh site - SPAL"
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Blackfish Creek","BF2","BF2",41.906439,-69.990809,"NAD83",24.4,2017-06-29,NA,"Active","Legally Protected","Blackfish Creek SET 2 - High marsh (SPPA) - SET is 80' deep."
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Blackfish Creek","BF3","BF3",41.90639,-69.991375,"NAD83",24.4,2017-06-29,NA,"Active","Legally Protected","Blackfish Creek SET 3 - Low marsh - SPAL - 80' deep"
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Blackfish Creek","BF4","BF4",41.90631,-69.991229,"NAD83",24.4,2017-06-29,NA,"Active","Legally Protected","Blackfish Creek SET 4- high marsh - SPPA - 80' deep"
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Blackfish Creek","BF5","BF5",41.906513,-69.991642,"NAD83",24.4,2017-06-29,NA,"Active","Legally Protected","Blackfish Creek SET 5 - Low marsh - SPAL - 80' deep benchmark"
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Blackfish Creek","BF6","BF6",41.906647,-69.991849,"NAD83",21.94,2017-06-29,NA,"Active","Legally Protected","Blackfish Creek SET 6 - High Marsh - SPPA - 72 feet deep benchmark"
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Duck Harbor","DH1","DH SET1",41.948137,-70.071359,"NAD83",24,2023-06-22,NA,"Active","Not Protected","SET site established after dead trees were removed in Spring 2023. SETs installed on 6/22/23"
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Duck Harbor","DH2","DH SET2",41.948127,-70.07339,"NAD83",24.4,2023-06-21,NA,"Active","Not Protected",NA
"NCBN","Northeast Coastal and Barrier Network","CACO","Cape Cod National Seashore","Duck Harbor","DH3","DH SET3",41.9498,-70.073704,"NAD83",24.4,2023-06-21,NA,"Active","Not Protected","All three SET BMs were driven 80' deep."
"SECN","Southeast Coast Network","CAHA","Cape Hatteras National Seashore","CAHA122 Sandy Bay","CAHA122A","CAHA122A",35.222355,-75.65553,"NAD83",18.29,2022-10-13,NA,"Active","Not Protected","Farthest east from parking lot"
"SECN","Southeast Coast Network","CAHA","Cape Hatteras National Seashore","CAHA122 Sandy Bay","CAHA122B","CAHA122B",35.222268,-75.655763,"NAD83",18.29,2022-10-13,NA,"Active","Not Protected","Middle station"
"SECN","Southeast Coast Network","CAHA","Cape Hatteras National Seashore","CAHA122 Sandy Bay","CAHA122C","CAHA122C",35.222078,-75.656156,"NAD83",17.07,2022-10-13,NA,"Active","Not Protected","Closest to parking lot"
"SECN","Southeast Coast Network","CAHA","Cape Hatteras National Seashore","CAHA222  Ocracoke","CAHA222B","CAHA222B",35.162767,-75.846359,"NAD83",17,2022-10-14,NA,"Active","Not Protected","Scraggs Cedars Road Middle plot"
"SECN","Southeast Coast Network","CAHA","Cape Hatteras National Seashore","CAHA222  Ocracoke","CAHA222A","CAHA222A",35.162666,-75.846445,"NAD83",19.06,2022-10-14,NA,"Active","Not Protected","Scraggs Cedars Road Farthest from parking area"
"SECN","Southeast Coast Network","CAHA","Cape Hatteras National Seashore","CAHA222  Ocracoke","CAHA222C","CAHA222C",35.162812,-75.846234,"NAD83",18.25,2022-10-14,NA,"Active","Not Protected","Scraggs Cedars Road"
"SECN","Southeast Coast Network","CAHA","Cape Hatteras National Seashore","CAHA11","CAHA11B","CAHA11B",35.804773,-75.552132,"NAD83",28.04,2014-04-27,NA,"Active","Not Protected","Juncus romerianus and Spartina alternifora present at station.  Had to cut 3 feet from all teeth because of difficulty driving into ground.  No access via boat at absolute low tide.  Strayed from the USGS protocol of 23 rods or 1 foot per second due to issues at CAHA11A.  Reached 23 rods and 1 foot per minute."
"SECN","Southeast Coast Network","CAHA","Cape Hatteras National Seashore","CAHA11","CAHA11C","CAHA11C",35.804791,-75.551967,"NAD83",28,2014-04-29,NA,"Active","Not Protected","Not accessible at absolute low tide.  Cur 3 feet from all teeth due to dense root mat in marsh.  Juncus romerianus  is the dominant vegetation.  "
"SECN","Southeast Coast Network","CAHA","Cape Hatteras National Seashore","CAHA11","CAHA11A","CAHA11A",35.804885,-75.552174,"NAD83",28.04,2014-04-27,NA,"Active","Not Protected","Healthy juncus marsh with a few wax myrtle.  Install was difficult, took 4 tries. 1). broke on 25th rod. 2). broke on 21st rod. 3). broke on 18th rod.  All broke well below surface.  Switched to the USGS protocol of 23 rods or slower than 1 foot per minute.  Reached 23 rods, but not 1 foot per minute."
"SECN","Southeast Coast Network","CALO","Cape Lookout National Seashore","CALO01","CALO01A","CALO01A",34.979454,-76.162758,"NAD83",26.82,2014-05-06,NA,"Active","Not Protected","Stopped rod installation due to lack of progress (1 foot per minute).  Dominant vegetation is Juncus romerianus."
"SECN","Southeast Coast Network","CALO","Cape Lookout National Seashore","CALO01","CALO01B","CALO01B",34.979525,-76.162894,"NAD83",22.31,2013-05-07,NA,"Active","Not Protected"," Stopped installing rods due to lack of progress (1 foot per minute).  Dominant vegetation was Juncus romerianus.  Difficult driving teeth into ground."
"SECN","Southeast Coast Network","CALO","Cape Lookout National Seashore","CALO01","CALO01C","CALO01C",34.979597,-76.162992,"NAD83",17.07,2014-05-07,NA,"Active","Not Protected","Stopped installing rods due to lack of progress (1 foot per minute).  Dominant vegetation Juncus romerianus."
"SECN","Southeast Coast Network","CANA","Canaveral National Seashore","CANA121","CANA121A","CANA121A",28.90696,-80.82034,"NAD83",27.82,2021-03-24,NA,"Active","Not Protected","North of pier, near upland transition"
"SECN","Southeast Coast Network","CANA","Canaveral National Seashore","CANA121","CANA121B","CANA121B",28.90696,-80.82047,"NAD83",29.77,2021-03-24,NA,"Active","Not Protected","North of pier, middle of marsh"
"SECN","Southeast Coast Network","CANA","Canaveral National Seashore","CANA121","CANA121C","CANA121C",28.90707,-80.82086,"NAD83",26.65,2021-03-24,NA,"Active","Not Protected","North of pier, 10 ft from water?s edge. AVGE, BAMA"
"SECN","Southeast Coast Network","CANA","Canaveral National Seashore","CANA 221","CANA221A","CANA221A",28.94117,-80.84445,"NAD83",21.86,2021-03-23,NA,"Active","Not Protected","Near campsite #3 just into marsh AVGE, LARA"
"SECN","Southeast Coast Network","CANA","Canaveral National Seashore","CANA 221","CANA221B","CANA221B",28.9412,-80.84441,"NAD83",23.54,2021-03-23,NA,"Active","Not Protected","Near campsite #3 farther into marsh AVGE, SPAL"
"SECN","Southeast Coast Network","CANA","Canaveral National Seashore","CANA 221","CANA221C","CANA221C",28.94127,-80.84441,"NAD83",25.33,2021-03-23,NA,"Active","Not Protected","Near campsite #3 farthest into marsh. AVGE"
"SECN","Southeast Coast Network","CANA","Canaveral National Seashore","CANA02","CANA02A","CANA02A",28.891437,-80.833585,"NAD83",27.68,2013-05-30,NA,"Active","Not Protected","Healthy mangrove marsh off of a shallow sea grass bed.  The site is just east of slippery creek.  Batis maritima, Sarcocornia perennis, and Avicennia germinans dominate."
"SECN","Southeast Coast Network","CANA","Canaveral National Seashore","CANA02","CANA02B","CANA02B",28.891353,-80.83351,"NAD83",24.92,2013-05-31,NA,"Active","Not Protected","Healthy mangrove marsh off a shallow sea grass bed.  The site is just east of slippery creek.  Shallow water may make site visits difficult in the future.  B. maritima, A. germinans, and S. perennis present.  Poor satellite reception with Trimble .  Cell phone used for coordinates."
"SECN","Southeast Coast Network","CANA","Canaveral National Seashore","CANA02","CANA02C","CANA02C",28.891219,-80.833508,"NAD83",25.3,2013-06-01,NA,"Active","Not Protected","Healthy mangrove marsh off of a shallow sea grass bed.  The site is just east of slippery creek.  Batis maritima, Sarcocornia perennis, and Avicennia germinans dominate.  The water depth may be an issue in he future."
"NCBN","Northeast Coastal and Barrier Network","COLO","Colonial National Historical Park","Marsh 5","M5_3","M5 Pipe 3",37.2005,-76.740415,"NAD83",10.98,2012-03-11,NA,"Active","Not Protected","Spartina cynosuroides"
"NCBN","Northeast Coastal and Barrier Network","COLO","Colonial National Historical Park","Marsh 5","M5_2","M5 Pipe 2",37.200254,-76.742751,"NAD83",10.98,2012-03-11,NA,"Active","Not Protected","Spartina cynosuroides"
"NCBN","Northeast Coastal and Barrier Network","COLO","Colonial National Historical Park","Marsh 5","M5_1","M5 Pipe 1",37.199964,-76.743477,"NAD83",12.2,2012-03-11,NA,"Active","Not Protected","Spartina cynosuroides"
"NCBN","Northeast Coastal and Barrier Network","COLO","Colonial National Historical Park","Marsh 13","M13-3","M13 Pipe 3",37.21645,-76.77798,"NAD83",12.2,2012-03-12,NA,"Active","Not Protected","Walk to site - Site at end of trail"
"NCBN","Northeast Coastal and Barrier Network","COLO","Colonial National Historical Park","Marsh 13","M13-2","M13 Pipe 2",37.21731,-76.77781,"NAD83",15.85,2012-03-12,NA,"Active","Not Protected","Walk to site - Site at end of trail"
"NCBN","Northeast Coastal and Barrier Network","COLO","Colonial National Historical Park","Marsh 13","M13-1","M13 Pipe 1",37.21734,-76.77807,"NAD83",12.2,2012-03-12,NA,"Active","Not Protected","Walk to site - Site at end of trail"
"NCBN","Northeast Coastal and Barrier Network","COLO","Colonial National Historical Park","Marsh 19","M19-3","M19 Pipe 3",37.20606,-76.76169,"NAD83",18.29,2012-03-13,NA,"Active","Not Protected","Canoe to site"
"NCBN","Northeast Coastal and Barrier Network","COLO","Colonial National Historical Park","Marsh 19","M19-2","M19 Pipe 2",37.20608,-76.76232,"NAD83",13.41,2012-03-13,2023-04-25,"Retired","Not Protected","Canoe to site - 4/25/2023 - No longer sampled - Has eroded from beneath (otters,??)"
"NCBN","Northeast Coastal and Barrier Network","COLO","Colonial National Historical Park","Marsh 19","M19-1","M19 Pipe 1",37.20573,-76.76218,"NAD83",12.2,2012-03-13,NA,"Active","Not Protected","Canoe to site"
"NCBN","Northeast Coastal and Barrier Network","COLO","Colonial National Historical Park","Marsh 19","M19-4","M19 Pipe 4",37.206,-76.759,"NAD83",18.3,2024-04-16,NA,"Active","Not Protected","Installed 60' deep until significance reached. Brand NEW SET installed in April 2024 to replace SET 2 which was eroded away."
"NCBN","Northeast Coastal and Barrier Network","COLO","Colonial National Historical Park","Marsh 30","M30-3","M30 Pipe 3",37.21728,-76.76541,"NAD83",11.59,2012-03-11,NA,"Active","Not Protected","Spartina cynosuroides"
"NCBN","Northeast Coastal and Barrier Network","COLO","Colonial National Historical Park","Marsh 30","M30-2","M30 Pipe 2",37.21734,-76.76536,"NAD83",17.07,2012-03-11,NA,"Active","Not Protected","Spartina cynosuroides"
"NCBN","Northeast Coastal and Barrier Network","COLO","Colonial National Historical Park","Marsh 30","M30-1","M30 Pipe 1",37.217594,-76.766011,"NAD83",15.85,2012-03-11,NA,"Active","Not Protected","Spartina cynosuroides"
"SECN","Southeast Coast Network","CUIS","Cumberland Island National Seashore","CUIS04","CUIS04A","CUIS04A",30.740562,-81.468461,"NAD83",17.26,2012-06-16,NA,"Active","Not Protected","Healthy spartina marsh that slopes up to shorter spartina.  Located on Beach Creek which is a wide creek often used for fishing.  Dominant vegetation Spartina alterniflora."
"SECN","Southeast Coast Network","CUIS","Cumberland Island National Seashore","CUIS04","CUIS04B","CUIS04B",30.74048,-81.468513,"NAD83",20.23,2012-05-16,NA,"Active","Not Protected","On beach creek which is a wide, deep channel.  Vegetation is all S. alterniflora, which is taller near bank than inland 10-15 feet.  During installation a rod broke after 19 rods and the install to start over."
"SECN","Southeast Coast Network","CUIS","Cumberland Island National Seashore","CUIS04","CUIS04C","CUIS04C",30.740381,-81.468596,"NAD83",16.38,2012-05-17,NA,"Active","Not Protected","S. alterniflora on a sloping bank along a side, deep channel.  "
"SECN","Southeast Coast Network","CUIS","Cumberland Island National Seashore","CUIS121","CUIS121B","CUIS121B",30.71698,-81.45846,"NAD83",19.4,2021-04-06,NA,"Active","Not Protected","BAMA"
"SECN","Southeast Coast Network","CUIS","Cumberland Island National Seashore","CUIS121","CUIS121A","CUIS121A",30.71713,-81.45844,"NAD83",17.07,2021-04-06,NA,"Active","Not Protected","Farthest into marsh. SPAL"
"SECN","Southeast Coast Network","CUIS","Cumberland Island National Seashore","CUIS121","CUIS121C","CUIS121C",30.71683,-81.4585,"NAD83",16.87,2021-04-06,NA,"Active","Not Protected","Closest to dunes. SABI"
"SECN","Southeast Coast Network","CUIS","Cumberland Island National Seashore","CUIS221","CUIS221C","CUIS221C",30.90793,-81.44823,"NAD83",21.76,2021-04-07,NA,"Active","Not Protected","Northern most site. SPAL"
"SECN","Southeast Coast Network","CUIS","Cumberland Island National Seashore","CUIS221","CUIS221B","CUIS221B",30.9077,-81.4481,"NAD83",20.56,2021-04-07,NA,"Active","Not Protected","SPAL"
"SECN","Southeast Coast Network","CUIS","Cumberland Island National Seashore","CUIS221","CUIS221A","CUIS221A",30.9074,-81.44801,"NAD83",23.92,2021-04-07,NA,"Active","Not Protected","Southern most site. SPAL"
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG3","GG3",40.759002,-72.786455,"NAD83",17.07,2002-07-23,NA,"Active","Not Protected","Great Gun Marsh - East end of FIIS"
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG2","GG2",40.758764,-72.78623,"NAD83",17.07,2002-07-23,NA,"Active","Not Protected","Great Gun Marsh - East end of FIIS"
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG1","GG1",40.758632,-72.786132,"NAD83",15.85,2002-07-23,NA,"Active","Not Protected","Great Gun Marsh - East end of FIIS"
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",40.694734,-72.982289,"NAD83",15.55,2002-07-22,NA,"Active","Not Protected","Watch Hill Marsh - east of the watch hill marina"
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH2","WH2",40.694652,-72.982745,"NAD83",15.55,2002-07-22,NA,"Active","Not Protected","Watch Hill Marsh - east of the watch hill marina"
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH1","WH1",40.694449,-72.982988,"NAD83",15.85,2002-07-22,NA,"Active","Not Protected","Watch Hill Marsh - east of the watch hill marina"
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP3","HP3",40.729545,-72.891615,"NAD83",15.85,2002-07-23,NA,"Active","Not Protected","Hospital Point Marsh - Near old Inlet (New breach)"
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",40.730004,-72.892003,"NAD83",14.63,2002-07-23,NA,"Active","Not Protected","Hospital Point Marsh - Near old Inlet (New breach)"
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP1","HP1",40.730076,-72.892194,"NAD83",17.07,2002-07-23,NA,"Active","Not Protected","Hospital Point Marsh - Near old Inlet (New breach)"
"SECN","Southeast Coast Network","FOFR","Fort Frederica National Monument","FOFR16","FOFR16A","FOFR16A",31.226162,-81.399875,"NAD83",17.54,2012-09-26,NA,"Active","Not Protected","Nice site alonf the Frederica River.  Mostly S. alterniflora, but also S. cynosuroides and Ava frutescens.  Boat traffic is common, but not overly busy (2-3 a day?)."
"SECN","Southeast Coast Network","FOFR","Fort Frederica National Monument","FOFR16","FOFR16B","FOFR16B",31.226382,-81.399731,"NAD83",19.3,2012-09-27,NA,"Active","Not Protected","Site is a nice Spartina marsh along the Frederica River.  Predominantly S. alterniflora, but transitions to Juncus romerianus with some Ava frutescens mixed in.   There are patches of mud flat that appear to have been somewhat recently populated by S. alterniflora."
"SECN","Southeast Coast Network","FOFR","Fort Frederica National Monument","FOFR16","FOFR16C","FOFR16C",31.226583,-81.399676,"NAD83",13.34,2012-09-28,NA,"Active","Not Protected","Rod is located in a small recently vegetated mud flat surrounded by healthy Spartina alterniflora and Juncus romerianus with Ava frutescens nearby.  The site is on the Frederica River and therefore sees a bit of boat traffic (1 or 2 a day, it seems)."
"SECN","Southeast Coast Network","FOFR","Fort Frederica National Monument","FOFR121","FOFR121A","FOFR121A",31.15677,-81.37832,"NAD83",20.64,2021-04-08,NA,"Active","Not Protected","Farthest into marsh, SPAL"
"SECN","Southeast Coast Network","FOFR","Fort Frederica National Monument","FOFR121","FOFR121B","FOFR121B",31.15676,-81.3785,"NAD83",21.84,2021-04-08,NA,"Active","Not Protected","SPAL"
"SECN","Southeast Coast Network","FOFR","Fort Frederica National Monument","FOFR121","FOFR121C","FOFR121C",31.15672,-81.37876,"NAD83",23.15,2021-04-08,NA,"Active","Not Protected","SPAL"
"SECN","Southeast Coast Network","FOFR","Fort Frederica National Monument","FOFR221","FOFR221A","FOFR221A",31.22572,-81.39288,"NAD83",19.45,2021-04-09,NA,"Active","Not Protected","First in marsh. SCRO"
"SECN","Southeast Coast Network","FOFR","Fort Frederica National Monument","FOFR221","FOFR221B","FOFR221B",31.22593,-81.39314,"NAD83",17.52,2021-04-09,NA,"Active","Not Protected","JURO"
"SECN","Southeast Coast Network","FOFR","Fort Frederica National Monument","FOFR221","FOFR221C","FOFR221C",31.22587,-81.39327,"NAD83",21.1,2021-04-09,NA,"Active","Not Protected","JURO"
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA06","FOMA06A","FOMA06A",29.771456,-81.287923,"NAD83",13.41,2011-08-12,NA,"Active","Not Protected","Site is a considerable distance (1.5 hours) from boat landing launch well up Moses Creek.  Site is densely vegetated with mid-height Spartina alterniflora."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA06","FOMA06B","FOMA06B",29.771546,-81.288037,"NAD83",14.47,2011-08-13,NA,"Active","Not Protected","Site is similar to FOMA06A.  Densely vegetated 100% low-med height Spartina alterniflora.  This site has a small meandering channel flowing just outside the platform providing additional site hydrology.  Site was flooded upon arrival today, approximately 2 hours post high tide."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA06","FOMA06C","FOMA06C",29.771329,-81.287819,"NAD83",12.14,2011-08-14,NA,"Active","Not Protected","Site is a considerable distance (1.5 hours) from boat landing launch well up Moses Creek.  Site is densely vegetated with mid-height Spartina alterniflora."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA00","FOMA00A","FOMA00A",29.978049,-81.319511,"NAD83",20.24,2011-08-09,NA,"Active","Not Protected","Densely populated mid-height Spartina A."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA00","FOMA00B","FOMA00B",29.978014,-81.319377,"NAD83",20.73,2011-08-10,NA,"Active","Not Protected","Mid-height Spartina Alterniflora densely growing."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA00","FOMA00C","FOMA00C",29.978248,-81.319315,"NAD83",21.02,2011-08-11,NA,"Active","Not Protected","Site is unusual in that there is an open water hole which is connected to the channel by a narrow channel.  The non-veg area has oysters and supports juvenile fish at low tide.  SET is placed in Spartina, but the SET __ will have approximately 40% non veg open water and 60% Spartina."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA40","FOMA40A","FOMA40A",30.085544,-81.366543,"NAD83",19.58,2011-08-31,NA,"Active","Not Protected","Site is located in small tidal creek off the intracoastal.  Upon arrival, evidence of frequent inundation was visible, i.e. rack on top of platform and wood teeth a uniform color indicative of flooding.  16 full rods installed, but beginning of 17 had to ___.  Site appears to be less than 30% cover with veg.  Smaller tidal creek just behind platforms.  Low tide a approx 0600.  Arrived on site at 0730.  Site floods fast.  Site flooded within 25 minutes of completion.  Site__ (mortar)."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA40","FOMA40B","FOMA40B",30.085569,-81.367083,"NAD83",19.37,2011-09-01,NA,"Active","Not Protected","Site consists of tight organic soil over 18"" deep.  Core remained intact through out digging.  Able to push in only one rod, hammering 2-16.  Site floods one hour +- before high tide just as we completed mortaring.  Site is not accessible until 2 hours after low tide (0700).  Vegetation is __ low-mid height Spartina.  Site located on tidal creek off intracoastal.  Access to creek limited at low tide, but accessible.  Tide range appears to be greater than 5 feet."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA40","FOMA40C","FOMA40C",30.085425,-81.367082,"NAD83",19.56,2011-09-02,NA,"Active","Not Protected","Site is located on a tidal __ just off the intracoastal.  SET is installed on a small rise surrounded by lower terrain.  There is a small channel, vegetated adjacent to it.  The site is located on a low marsh peninsula that is approximately 50 meters wide.  Tide range during construction was approximately 5.67 feet. Drive top sheared off rod 16."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA46","FOMA46A","FOMA46A",29.660508,-81.245178,"NAD83",31.7,2011-08-18,NA,"Active","Not Protected","Site is situated on a mid sized bay within public view of a house/commercial entity.  Site is Juncus R. from water edge converting to a mix Juncus/Batis community."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA46","FOMA46B","FOMA46B",29.660608,-81.245065,"NAD83",32.42,2011-08-19,NA,"Active","Not Protected","Site is located on a large bay of __Creek.  Site is __ by Juncus R. with a mix of Spartina A. and a few species of Batis M.  SET site is vegetated loosely with primary Batis and sparsely with Juncus."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA46","FOMA46C","FOMA46C",29.660725,-81.244952,"NAD83",33.67,2011-08-20,NA,"Active","Not Protected","Site is primarily Juncus R. with sporadic Batis M. Seaward side is fringe of Spartina A.  There is a small tidal creek adjacent to the site.  Site is located on a large bar on Pellicer Creek."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA01","FOMA01A","FOMA01A",29.628994,-81.218678,"NAD83",40.22,2011-08-21,NA,"Active","Not Protected","Site is a ___ ___ of Batis M. with sporadic ___ of Spartina A.  There are black mangroves within 50 meters.  Access is limited due to extreme shallowness and oyster beds.  ICW is viewable from site.  During install, kayakers inquired into the purpose of the site.  This ___ signage may be appropriate.  Near surface hydrology is apparent as is evidence of frequent/regular flooding."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA01","FOMA01B","FOMA01B",29.62894,-81.218492,"NAD83",32.76,2011-08-22,NA,"Active","Not Protected","Site is dominantly vegetated with Batis M., with sporadic individuals of Spartina A.  Fringe of water is vegetated with Spartina.  Site floods regularly.  Rod started angling into holes edge.  Rod not to refusal.  Continued hammering would force rod well outside of established 6"" hole potential affecting the site.  Hole repeatedly refills with water regardless of tide phase."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA01","FOMA01C","FOMA01C",29.628922,-81.218698,"NAD83",32.69,2011-08-23,NA,"Active","Not Protected","Site is dominated by Batis M. There is a fringe of Spartina A. on waters edge.  Rod driven to refusal.  Located in an area frequented by flat boats and kayak fisherman.  There is a small +/- 50 sqft ""pond"" within 30 feet of site.  Black mangroves within view."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA22","FOMA22A","FOMA22A",29.82147,-81.288843,"NAD83",23.92,2011-08-28,NA,"Active","Not Protected","Site is located up a small tidal stream.. Vegetation is primarily Spartina A. with several young black mangroves within site and additional within 10 meters.  Bank is steep.  Platform was installed high, about 8"" above ___making site work more difficult."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA22","FOMA22B","FOMA22B",29.821487,-81.289029,"NAD83",31.38,2011-08-29,NA,"Active","Not Protected","Site is dominantly Spartina A. with black mangrove within 12 meters.  Within 50 meters dense B. mangrove __ along tidal creek. Site had 4 inches of water upon arrival at 1100.  Due to incoming thunder storm.  Did not start cement work until 30 August.  Site completed."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA22","FOMA22C","FOMA22C",29.821903,-81.28901,"NAD83",33.44,2011-08-30,NA,"Active","Not Protected","Site is dominantly Sparina A.  Bank is steep.  Rod went down with significantly difficulty on rods 16 & 17.  Tod 18-28 proceeded similar to rods 1-10, like butter.  Rod 27 was straight, but slightly off center.  Half way through rod 28, rod cut into hole edge.  Driving stopped.  As __ was pushed in, it went in straights for 3' then shifted.  Rod is not vertical.  Between rods 11-17, when tightening, rods did not run beyond top rod.  From rods 19-28, rods when tightened turned easily."
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA021","FOMA021A","FOMA021A",29.71426,-81.2394,"NAD83",24.31,2021-03-19,NA,"Active","Not Protected","Western most station northeast corner marked with a fiberglass rod. Veg: SPAL"
"SECN","Southeast Coast Network","FOMA","Fort Matanzas National Monument","FOMA021","FOMA021B","FOMA021B",29.71427,-81.23924,"NAD83",24.35,2021-03-19,NA,"Active","Not Protected","South and east of A marked on the northeast corner with fiberglass rod. Veg: SPAL, BAMA"
