"network_code","network_name","park_code","park_name","site_name","station_code","station_name","event_date_UTC","event_time_UTC","inundation_level_cm","DPL","pin_data_collected","double_read_pin_collected","marker_horizon_data_collected","marker_horizon_data_not_collected_reason","event_notes"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped1","SET-P1",2022-09-12,"12:00:00",31,"Accepted","Yes","No","No","Not sampled due to high water on marsh","Site under water!"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped2","SET-P2",2022-09-12,"13:00:00",33,"Accepted","Yes","No","No","high water",NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped3","SET-P3",2022-09-12,"14:00:00",19,"Accepted","Yes","No","Yes",NA,"18-20cm of water on site and rising!"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2022-09-12,"15:00:00",0,"Accepted","Yes","No","No","not sampled",NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2022-09-12,"16:00:00",0,"Accepted","Yes","No","No","not sampled",NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2022-09-12,"17:00:00",0,"Accepted","Yes","No","No","not sampled",NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2022-09-12,"17:00:00",0,"Accepted","Yes","No","No","not sampled",NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Calf Island","Calf 2","SET-C2",2022-05-23,"11:00:00",NA,"Accepted","Yes","No","No","not sampled","3rd observer = Amy Carrillo"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Calf Island","Calf 3","SET-C3",2022-05-23,"11:15:00",0,"Accepted","Yes","No","No","not sampled","direction degrees different from database, se individual direction notes.
3rd Observer = Amy Carrillo"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped1","SET-P1",2022-05-23,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Bearings different from database. See individual direction notes.
3rd observer = Amy Carrillo"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped2","SET-P2",2022-05-23,"14:15:00",0,"Accepted","Yes","No","Yes",NA,"3rd observer = Amy Carrillo"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped3","SET-P3",2022-05-23,"14:30:00",0,"Accepted","Yes","No","Yes",NA,"3rd observer = Amy Carrillo"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2022-05-23,"16:00:00",0,"Accepted","Yes","No","No","not sampled","3rd observer = Amy Carrillo"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2022-05-23,"16:15:00",0,"Accepted","Yes","No","No","not sampled","3rd observer = Amy Carrillo"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2022-05-23,"04:30:00",0,"Accepted","Yes","No","No","not sampled","3rd observer = Amy Carrillo"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2022-05-23,"16:45:00",0,"Accepted","Yes","No","No","Not sampled","3rd observer = Amy Carrillo
Markers are mostly gone as are the stakes marking the plots
"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped1","SET-P1",2019-05-13,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Calf Island not sampled! Rough Seas and Winds....

Helpers: Joan Delaney and Mike Delaney"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped2","SET-P2",2019-05-13,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Calf Island SETs not sampled! Rough Seas and Winds....

Helpers: Joan Delaney and Mike Delaney"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped3","SET-P3",2019-05-13,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Joan Delaney and Mike Delaney = helpers"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2019-05-13,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Joan and Mike Delaney = helpers
Did not sample at Calf island due to weather issues."
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2019-05-13,"14:00:00",0,"Accepted","Yes","No","No","Not sampled","Joan and Mike Delaney = helpers
Calf Island not sampled - weather!"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2019-05-13,"14:00:00",0,"Accepted","Yes","No","No","Not sampled","Joan and Mike Delaney = helpers
Calf Island not sampled - weather!"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2019-05-13,"14:00:00",0,"Accepted","Yes","No","No","not sampled","Joan and Mike Delaney = helpers
Calf Island not sampled - weather!"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Calf Island","Calf 2","SET-C2",2019-09-09,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Helper = Scott Rasmussen, Bethany Pouhida
Scott R collected GPS OCP on the SETs and a topo on the WL gauge housing."
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Calf Island","Calf 3","SET-C3",2019-09-09,"14:00:00",0,"Accepted","Yes","No","No","Not sampled","Helper = Scott Rasmussen, Bethany Pouhida
Scott R collected GPS OCP on the SETs and a topo on the WL gauge housing.
Jim does NOT trust this data for this site.  Ground surface hard to determine. Need to establish veg plots."
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2019-09-09,"14:00:00",0,"Accepted","Yes","No","No","not sampled","Helper = Scott Rasmussen, Bethany Pouhida
Scott R collected GPS OCP on the SETs and a topo on the WL gauge housing. R10 & Mass NTRIP
unvegetated due to wrack"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2019-09-09,"14:00:00",0,"Accepted","Yes","No","No","not sampled","Scott Rasmusses, Bethany Pouhide = helpers"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2019-09-09,"14:00:00",0,"Accepted","Yes","No","No","not sampled","Scott Rasmussen, Bethany Pouhida = helpers"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2019-09-09,"14:00:00",0,"Accepted","Yes","No","No","Not Sampled","Scott Rasmussen, Bethany Pouhide = helpers"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped1","SET-P1",2019-09-09,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"Bethany Pouhide and Scott Rasmussen - helpers
Collected GPS OCP on each SET. Mass Ntrip and Trimble R10"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped2","SET-P2",2018-09-09,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Scott R., Bethany P. = helpers"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped2","SET-P2",2019-09-09,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Scott R, Bethany P. = helpers"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped3","SET-P3",2019-09-09,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Bethany Pouhide, Scott Rasmussen"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2010-04-19,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2010-09-29,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2011-04-26,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2011-10-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2012-04-26,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2012-09-19,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2013-05-01,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2013-09-10,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2014-05-15,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2014-09-03,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2015-05-14,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2015-09-03,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2016-05-09,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2016-09-07,"04:00:00",0,"Accepted","Yes","No","No","Not found",NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2017-05-15,"04:00:00",0,"Accepted","Yes","No","No","Not found",NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2017-09-11,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2010-04-19,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2010-09-29,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2011-04-26,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2011-10-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2012-04-26,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2012-09-19,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2013-05-01,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2013-09-10,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2014-05-15,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2014-09-03,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2015-05-14,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2015-09-03,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2016-05-09,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2016-09-07,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2017-05-15,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2017-09-11,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2010-04-19,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2010-09-29,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2011-04-26,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2011-10-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2012-04-26,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2012-09-19,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2013-05-01,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2013-09-10,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2014-05-15,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2014-09-03,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2015-05-14,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2015-09-03,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2016-05-09,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2016-09-07,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2017-05-15,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2017-09-11,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2010-04-19,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2010-09-29,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2011-04-26,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2011-10-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2012-04-26,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2012-09-19,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2013-05-01,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2013-09-10,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2014-05-15,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2014-09-03,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2015-05-14,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2015-09-03,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2016-05-09,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2016-09-07,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2017-05-15,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2017-09-11,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped1","SET-P1",2018-09-12,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"30"" pins"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped2","SET-P2",2018-09-12,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Margot Buchbinder = helper"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped3","SET-P3",2018-09-12,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Margo Buchbinder = helper"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2018-09-12,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Helper = Margot Buchbinder"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2018-09-12,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"margot Buchbinder = helper"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2018-09-12,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Margot Buchbinder = helper"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2018-09-12,"14:00:00",0,"Accepted","Yes","No","No","Not sampled","Margot Buchbinder = helper"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped1","SET-P1",2017-05-15,"06:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped2","SET-P2",2017-05-15,"06:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped3","SET-P3",2017-05-15,"06:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Calf Island","Calf 1","Calf 1",2017-05-15,"06:00:00",0,"Accepted","Yes","No","No"," Not sampled","sketchy data"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Calf Island","Calf 2","SET-C2",2017-05-15,"06:00:00",0,"Accepted","Yes","No","No","not sampled",NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Calf Island","Calf 3","SET-C3",2017-05-15,"06:00:00",0,"Accepted","Yes","No","No","Did not sample","sketchy data!"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped1","SET-P1",2017-09-11,"06:00:00",0,"Accepted","Yes","No","Yes",NA,"helper = Lara Kappler"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped2","SET-P2",2017-09-11,"06:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped3","SET-P3",2017-09-11,"06:00:00",0,"Accepted","Yes","No","Yes",NA,"helper = Lara Kappler"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp1","SET-T1",2018-05-21,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Helper = Elizabeth MacDougal"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp2","SET-T2",2018-05-21,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Helper = Elizabeth MacDougal"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp3","SET-T3",2018-05-21,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Helper = Elizabeth MacDougal"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","ThompIsland","Thomp4","SET-T4",2018-05-21,"14:00:00",0,"Accepted","Yes","No","No","stakes are gone. Not sampled.","Helper = Elizabeth MacDougal"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped1","SET-P1",2018-05-21,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Helper = Elizabeth MacDougal"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped2","SET-P2",2018-05-21,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Helper = Elizabeth MacDougal"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped3","SET-P3",2018-05-21,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Helper = Elizabeth MacDougal"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Calf Island","Calf 2","SET-C2",2018-05-21,"14:00:00",0,"Accepted","Yes","No","Yes",NA,"Helper = Elizabeth MacDougal"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Calf Island","Calf 3","SET-C3",2018-05-21,"14:00:00",0,"Accepted","Yes","No","No","Not sampled","Helper = Elizabeth MacDougal"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped3","SET-P3",2012-04-27,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Calf Island","Calf 2","SET-C2",2012-04-26,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"WL gauge installed. Attached to 8' SS rod.
CP to sensor = 84cm"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped3","SET-P3",2011-10-17,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped2","SET-P2",2010-09-29,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Calf Island","Calf 1","Calf 1",2012-04-26,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"Do not trust SET data"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped2","SET-P2",2011-04-26,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Calf Island","Calf 1","Calf 1",2012-09-18,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped1","SET-P1",2013-09-10,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"100% vegetated
D. spicata and S. patens (high marsh)"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped2","SET-P2",2013-05-01,"04:00:00",0,"Accepted","Yes","No","Yes",NA,"need water level cap"
"NETN","Northeast Temperate Network","BOHA","Boston Harbor Islands National Recreation Area","Peddocks Island","Ped1","SET-P1",2010-04-19,"04:00:00",0,"Accepted","Yes","No","Yes",NA,NA
