"network_code","network_name","park_code","park_name","site_name","station_code","station_name","event_date_UTC","category_code","category_label","detail"
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",2003-04-03,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG1","GG1",2002-11-13,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP1","HP1",2006-09-18,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH2","WH2",2010-09-08,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG1","GG1",2011-10-07,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP3","HP3",2005-10-20,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",2008-06-11,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG1","GG1",2012-10-17,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG1","GG1",2003-07-14,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP1","HP1",2005-06-16,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG3","GG3",2007-05-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP1","HP1",2012-10-18,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG2","GG2",2005-10-20,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH2","WH2",2012-11-14,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG1","GG1",2013-11-19,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",2011-06-28,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH2","WH2",2012-10-18,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG1","GG1",2007-05-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",2002-11-14,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",2005-06-16,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG2","GG2",2003-04-03,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP3","HP3",2003-04-02,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG3","GG3",2005-10-20,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",2013-06-12,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP3","HP3",2012-06-20,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG2","GG2",2008-10-01,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",2006-09-18,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG3","GG3",2008-10-01,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG3","GG3",2004-04-29,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH2","WH2",2013-06-12,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",2002-08-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",2012-11-14,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH2","WH2",2002-08-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH1","WH1",2003-10-24,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP1","HP1",2009-07-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP3","HP3",2002-11-14,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",2005-10-20,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH2","WH2",2011-10-06,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH2","WH2",2005-10-20,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG1","GG1",2012-11-13,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG1","GG1",2011-06-29,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG1","GG1",2007-08-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH1","WH1",2010-09-08,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH1","WH1",2009-07-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP3","HP3",2007-08-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG1","GG1",2003-10-23,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",2002-08-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP1","HP1",2013-11-20,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH1","WH1",2006-09-18,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG3","GG3",2011-06-29,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",2011-10-06,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",2004-07-19,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH1","WH1",2004-07-19,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG3","GG3",2003-10-23,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH2","WH2",2003-10-24,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG2","GG2",2004-04-29,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",2004-11-03,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG2","GG2",2007-08-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP1","HP1",2010-09-08,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH2","WH2",2013-11-20,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP3","HP3",2011-06-28,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG1","GG1",2002-08-14,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP3","HP3",2002-08-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG1","GG1",2006-09-19,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP1","HP1",2004-04-29,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP3","HP3",2005-06-16,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",2003-07-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH1","WH1",2011-10-06,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",2011-10-06,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",2011-06-28,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG2","GG2",2004-07-20,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH1","WH1",2004-11-03,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",2012-10-18,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH1","WH1",2004-04-30,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Great Gun","GG2","GG2",2004-11-03,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH2","WH2",2004-04-30,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP3","HP3",2013-11-20,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH1","WH1",2003-07-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH1","WH1",2007-05-16,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",2006-09-18,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",2008-06-11,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",2002-11-14,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH2","WH2",2003-04-03,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurement point should be accounted for by using the standardized pin height values."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",2007-05-16,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",2009-07-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",2013-11-20,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Watch Hill","WH3","WH3",2003-07-15,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP1","HP1",2004-11-04,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
"NCBN","Northeast Coastal and Barrier Network","FIIS","Fire Island National Seashore","Hospital Point","HP2","HP2",2012-11-14,"PRO","Procedural","Pin height was not always measured from the same reference point on the SET arm. There were also several changes in the instrument used, pins used, and SET reader over time. Differences in instrument, pin length, and pin measurements should be accounted for by using the standardized pin height values in the exported data."
